t,Sensor T [K],Sensor V [V],Control T [K],Control V [V],Heater Range [a.u.],Heater % [a.u.],Setpoint T [K]
1562726008.0883205,+003.41,+1.6514,+003.37,+1.6525,0,000,+324.9
1562726060.1444626,+003.41,+1.6514,+003.37,+1.6526,0,000,+324.9
1562726112.2007694,+003.41,+1.6514,+003.37,+1.6526,0,000,+324.9
1562726164.2571611,+003.41,+1.6514,+003.37,+1.6525,0,000,+324.9
1562726216.3135154,+003.41,+1.6514,+003.37,+1.6525,0,000,+324.9
1562726268.3696399,+003.41,+1.6514,+003.37,+1.6526,0,000,+324.9
1562726320.4258938,+003.41,+1.6514,+003.37,+1.6525,0,000,+324.9
1562726372.4823337,+003.41,+1.6515,+003.37,+1.6527,0,000,+324.9
1562726424.5386975,+003.41,+1.6515,+003.37,+1.6526,0,000,+324.9
1562726476.5950806,+003.41,+1.6515,+003.37,+1.6525,0,000,+324.9
1562726528.6514409,+003.41,+1.6514,+003.37,+1.6526,0,000,+324.9
1562726580.7077124,+003.41,+1.6515,+003.37,+1.6526,0,000,+324.9
1562726632.7640347,+003.41,+1.6514,+003.37,+1.6526,0,000,+324.9
1562726684.820217,+003.41,+1.6513,+003.37,+1.6525,0,000,+324.9
1562726736.8762865,+003.42,+1.6514,+003.38,+1.6525,0,000,+324.9
1562726788.9281404,+003.42,+1.6513,+003.37,+1.6525,0,000,+324.9
1562726840.9847794,+003.42,+1.6513,+003.37,+1.6526,0,000,+324.9
1562726893.0414991,+003.41,+1.6515,+003.37,+1.6527,0,000,+324.9
1562726945.0982282,+003.41,+1.6514,+003.37,+1.6525,0,000,+324.9
1562726997.1549864,+003.41,+1.6514,+003.37,+1.6527,0,000,+324.9
1562727049.2117321,+003.41,+1.6515,+003.37,+1.6526,0,000,+324.9
1562727101.2685366,+003.41,+1.6514,+003.37,+1.6525,0,000,+324.9
1562727153.325417,+003.41,+1.6515,+003.37,+1.6526,0,000,+324.9
1562727205.3821368,+003.41,+1.6515,+003.37,+1.6525,0,000,+324.9
1562727257.4388945,+003.42,+1.6514,+003.38,+1.6524,0,000,+324.9
1562727309.4958026,+003.42,+1.6513,+003.38,+1.6524,0,000,+324.9
1562727361.5520515,+003.42,+1.6515,+003.37,+1.6526,0,000,+324.9
1562727413.6085618,+003.41,+1.6515,+003.37,+1.6525,0,000,+324.9
1562727465.665201,+003.41,+1.6514,+003.37,+1.6527,0,000,+324.9
1562727517.7218103,+003.41,+1.6515,+003.37,+1.6524,0,000,+324.9
1562727569.7784374,+003.42,+1.6513,+003.37,+1.6525,0,000,+324.9
1562727621.835069,+003.41,+1.6515,+003.37,+1.6526,0,000,+324.9
1562727673.8915174,+003.41,+1.6515,+003.37,+1.6526,0,000,+324.9
1562727725.9482527,+003.41,+1.6514,+003.37,+1.6526,0,000,+324.9
1562727778.0049791,+003.41,+1.6514,+003.37,+1.6525,0,000,+324.9
1562727830.061614,+003.42,+1.6514,+003.37,+1.6525,0,000,+324.9
1562727882.117982,+003.42,+1.6513,+003.38,+1.6525,0,000,+324.9
1562727934.1741781,+003.42,+1.6513,+003.37,+1.6524,0,000,+324.9
1562727986.2308767,+003.42,+1.6512,+003.38,+1.6524,0,000,+324.9
1562728038.287308,+003.42,+1.6513,+003.37,+1.6525,0,000,+324.9
1562728090.3437843,+003.42,+1.6514,+003.37,+1.6525,0,000,+324.9
1562728142.4002833,+003.42,+1.6513,+003.38,+1.6524,0,000,+324.9
1562728194.4568164,+003.42,+1.6513,+003.38,+1.6525,0,000,+324.9
1562728246.5131092,+003.42,+1.6514,+003.37,+1.6525,0,000,+324.9
1562728298.5696352,+003.41,+1.6514,+003.37,+1.6526,0,000,+324.9
1562728350.626176,+003.41,+1.6514,+003.37,+1.6527,0,000,+324.9
1562728402.682775,+003.41,+1.6515,+003.37,+1.6526,0,000,+0.4588
1562728454.7391667,+003.42,+1.6513,+003.37,+1.6525,0,000,+000.46
1562728506.7957034,+003.42,+1.6513,+003.37,+1.6525,0,000,+000.46
1562728558.8523319,+003.42,+1.6514,+003.37,+1.6525,0,000,+000.46
1562728610.9084957,+003.42,+1.6513,+003.37,+1.6526,0,000,+000.46
1562728662.96432,+003.42,+1.6514,+003.37,+1.6525,0,000,+000.46
1562728715.020592,+003.41,+1.6514,+003.37,+1.6526,0,000,+000.46
1562728767.077378,+003.41,+1.6514,+003.37,+1.6525,0,000,+000.46
1562728819.1341715,+003.41,+1.6514,+003.37,+1.6526,0,000,+000.46
1562728871.1907563,+003.41,+1.6514,+003.37,+1.6525,0,000,+000.46
1562728923.2473972,+003.41,+1.6513,+003.37,+1.6524,0,000,+000.46
1562728975.3041022,+003.41,+1.6514,+003.37,+1.6524,0,000,+000.46
1562729027.36082,+003.42,+1.6514,+003.37,+1.6524,0,000,+000.46
1562729079.416156,+003.42,+1.6513,+003.38,+1.6524,0,000,+000.46
1562729131.4726193,+003.42,+1.6514,+003.38,+1.6525,0,000,+000.46
1562729183.5294724,+003.42,+1.6513,+003.38,+1.6524,0,000,+000.46
1562729235.586192,+003.42,+1.6513,+003.38,+1.6525,0,000,+000.46
1562729287.6429513,+003.42,+1.6514,+003.37,+1.6526,0,000,+000.46
1562729339.6994994,+003.41,+1.6514,+003.37,+1.6526,0,000,+000.46
1562729391.7561827,+003.41,+1.6513,+003.37,+1.6526,0,000,+000.46
1562729443.8128912,+003.41,+1.6514,+003.37,+1.6526,0,000,+000.46
1562729495.8694875,+003.41,+1.6514,+003.37,+1.6527,0,000,+000.46
1562729547.926367,+003.41,+1.6516,+003.36,+1.6527,0,000,+000.46
1562729599.983215,+003.41,+1.6515,+003.37,+1.6526,0,000,+000.46
1562729652.0399585,+003.41,+1.6515,+003.37,+1.6526,0,000,+000.46
1562729704.096608,+003.41,+1.6515,+003.37,+1.6526,0,000,+000.46
1562729756.1533992,+003.41,+1.6515,+003.37,+1.6525,0,000,+000.46
1562729808.2102542,+003.41,+1.6514,+003.37,+1.6526,0,000,+000.46
1562729860.2669945,+003.42,+1.6514,+003.37,+1.6525,0,000,+000.46
1562729912.3237092,+003.42,+1.6513,+003.38,+1.6524,0,000,+000.46
1562729964.3802943,+003.42,+1.6513,+003.38,+1.6525,0,000,+000.46
1562730016.4369705,+003.42,+1.6514,+003.37,+1.6526,0,000,+000.46
1562730068.4936614,+003.41,+1.6515,+003.37,+1.6525,0,000,+000.46
1562730120.5498114,+003.41,+1.6514,+003.37,+1.6526,0,000,+000.46
1562730172.6062243,+003.41,+1.6516,+003.37,+1.6527,0,000,+000.46
1562730224.6626034,+003.41,+1.6515,+003.37,+1.6526,0,000,+000.46
1562730276.7175539,+003.41,+1.6515,+003.37,+1.6527,0,000,+000.46
1562730328.774208,+003.41,+1.6515,+003.37,+1.6527,0,000,+000.46
1562730380.8308935,+003.41,+1.6516,+003.37,+1.6527,0,000,+000.46
1562730432.8875654,+003.41,+1.6514,+003.37,+1.6527,0,000,+000.46
1562730484.9442737,+003.41,+1.6515,+003.37,+1.6526,0,000,+000.46
1562730537.000989,+003.41,+1.6514,+003.37,+1.6526,0,000,+000.46
1562730589.057504,+003.41,+1.6514,+003.37,+1.6525,0,000,+000.46
1562730641.1142244,+003.41,+1.6515,+003.36,+1.6527,0,000,+000.46
1562730693.170904,+003.41,+1.6515,+003.37,+1.6527,0,000,+000.46
1562730745.2275178,+003.42,+1.6514,+003.37,+1.6526,0,000,+000.46
1562730797.2840986,+003.41,+1.6515,+003.37,+1.6526,0,000,+000.46
1562730849.3407247,+003.41,+1.6514,+003.37,+1.6526,0,000,+000.46
1562730901.3971858,+003.41,+1.6515,+003.37,+1.6526,0,000,+000.46
1562730953.4527376,+003.41,+1.6514,+003.37,+1.6526,0,000,+000.46
1562731005.5091887,+003.41,+1.6515,+003.37,+1.6526,0,000,+000.46
1562731057.5656857,+003.41,+1.6515,+003.37,+1.6527,0,000,+000.46
1562731109.622339,+003.41,+1.6515,+003.37,+1.6526,0,000,+000.46
1562731161.6787558,+003.41,+1.6515,+003.37,+1.6526,0,000,+000.46
1562731213.7351518,+003.41,+1.6515,+003.37,+1.6526,0,000,+000.46
1562731265.7915444,+003.41,+1.6515,+003.37,+1.6527,0,000,+000.46
1562731317.8479326,+003.41,+1.6515,+003.37,+1.6527,0,000,+000.46
1562731369.9040709,+003.41,+1.6517,+003.36,+1.6528,0,000,+000.46
1562731421.9601433,+003.41,+1.6516,+003.37,+1.6526,0,000,+000.46
1562731474.016656,+003.41,+1.6513,+003.38,+1.6525,0,000,+000.46
1562731526.073187,+003.42,+1.6515,+003.37,+1.6527,0,000,+000.46
1562731578.1298292,+003.41,+1.6515,+003.37,+1.6527,0,000,+000.46
1562731630.186181,+003.41,+1.6515,+003.37,+1.6526,0,000,+000.46
1562731682.2423048,+003.41,+1.6515,+003.37,+1.6527,0,000,+000.46
1562731734.2985728,+003.41,+1.6515,+003.37,+1.6526,0,000,+000.46
1562731786.3545625,+003.41,+1.6515,+003.37,+1.6527,0,000,+000.46
1562731838.410855,+003.41,+1.6516,+003.37,+1.6526,0,000,+000.46
1562731890.4670243,+003.41,+1.6515,+003.37,+1.6525,0,000,+324.9
1562731942.523402,+003.41,+1.6514,+003.37,+1.6527,0,000,+324.9
1562731994.579657,+003.41,+1.6514,+003.37,+1.6525,0,000,+324.9
1562732046.6359932,+003.42,+1.6514,+003.38,+1.6525,0,000,+324.9
1562732098.692367,+003.42,+1.6514,+003.37,+1.6525,0,000,+324.9
1562732150.748651,+003.42,+1.6515,+003.37,+1.6526,0,000,+324.9
1562732202.8050056,+003.41,+1.6515,+003.37,+1.6526,0,000,+324.9
1562732254.8613036,+003.41,+1.6514,+003.37,+1.6526,0,000,+324.9
1562732306.9176,+003.41,+1.6515,+003.37,+1.6526,0,000,+324.9
1562732358.9733717,+003.41,+1.6516,+003.36,+1.6528,0,000,+324.9
1562732411.0296667,+003.41,+1.6516,+003.37,+1.6527,0,000,+324.9
1562732463.086148,+003.41,+1.6515,+003.37,+1.6526,0,000,+324.9
1562732515.142735,+003.42,+1.6514,+003.37,+1.6526,0,000,+324.9
1562732567.1992884,+003.42,+1.6514,+003.37,+1.6525,0,000,+324.9
1562732619.255863,+003.41,+1.6514,+003.37,+1.6525,0,000,+324.9
1562732671.3124824,+003.41,+1.6514,+003.37,+1.6526,0,000,+324.9
1562732723.3688273,+003.41,+1.6514,+003.37,+1.6526,0,000,+324.9
1562732775.424813,+003.41,+1.6515,+003.37,+1.6526,0,000,+324.9
1562732827.4815228,+003.41,+1.6516,+003.37,+1.6527,0,000,+324.9
1562732879.5380907,+003.41,+1.6514,+003.37,+1.6527,0,000,+324.9
1562732931.5946736,+003.41,+1.6515,+003.37,+1.6526,0,000,+324.9
1562732983.6513798,+003.41,+1.6515,+003.37,+1.6527,0,000,+324.9
1562733035.7079504,+003.41,+1.6515,+003.37,+1.6526,0,000,+324.9
1562733087.7645304,+003.41,+1.6516,+003.37,+1.6526,0,000,+324.9
1562733139.8210547,+003.41,+1.6514,+003.37,+1.6526,0,000,+324.9
1562733191.8775659,+003.41,+1.6515,+003.37,+1.6526,0,000,+324.9
1562733243.9323525,+003.41,+1.6515,+003.37,+1.6526,0,000,+324.9
1562733295.985114,+003.41,+1.6514,+003.37,+1.6527,0,000,+324.9
1562733348.04115,+003.41,+1.6516,+003.37,+1.6528,0,000,+324.9
1562733400.0975447,+003.40,+1.6517,+003.36,+1.6528,0,000,+324.9
1562733452.1539357,+003.41,+1.6516,+003.36,+1.6527,0,000,+324.9
1562733504.2102165,+003.41,+1.6515,+003.37,+1.6526,0,000,+324.9
1562733556.2664638,+003.41,+1.6516,+003.37,+1.6527,0,000,+324.9
1562733608.3227575,+003.41,+1.6516,+003.36,+1.6528,0,000,+324.9
1562733660.3789682,+003.41,+1.6516,+003.36,+1.6527,0,000,+324.9
1562733712.4352055,+003.41,+1.6516,+003.37,+1.6527,0,000,+324.9
1562733764.4914122,+003.41,+1.6516,+003.37,+1.6526,0,000,+324.9
1562733816.5475962,+003.41,+1.6516,+003.36,+1.6527,0,000,+324.9
1562733868.603804,+003.41,+1.6515,+003.37,+1.6526,0,000,+324.9
1562733920.6600108,+003.41,+1.6515,+003.37,+1.6525,0,000,+324.9
1562733972.7145746,+003.41,+1.6515,+003.37,+1.6527,0,000,+324.9
1562734024.7707884,+003.41,+1.6516,+003.37,+1.6527,0,000,+324.9
1562734076.8270502,+003.40,+1.6517,+003.36,+1.6528,0,000,+324.9
1562734128.8831725,+003.40,+1.6516,+003.37,+1.6528,0,000,+324.9
1562734180.9367833,+003.41,+1.6516,+003.37,+1.6527,0,000,+324.9
1562734232.99316,+003.41,+1.6516,+003.36,+1.6527,0,000,+324.9
1562734285.0495043,+003.41,+1.6515,+003.37,+1.6527,0,000,+324.9
1562734337.1057565,+003.41,+1.6515,+003.37,+1.6527,0,000,+324.9
1562734389.1620219,+003.41,+1.6516,+003.37,+1.6526,0,000,+324.9
1562734441.21812,+003.41,+1.6515,+003.37,+1.6527,0,000,+324.9
1562734493.2742922,+003.41,+1.6514,+003.37,+1.6526,0,000,+324.9
1562734545.330373,+003.41,+1.6514,+003.37,+1.6526,0,000,+324.9
1562734597.3865745,+003.41,+1.6514,+003.37,+1.6527,0,000,+324.9
1562734649.442826,+003.41,+1.6514,+003.37,+1.6526,0,000,+324.9
1562734701.4990578,+003.41,+1.6514,+003.37,+1.6526,0,000,+324.9
1562734753.5552585,+003.41,+1.6514,+003.37,+1.6526,0,000,+324.9
1562734805.611642,+003.41,+1.6514,+003.37,+1.6525,0,000,+324.9
1562734857.668001,+003.42,+1.6513,+003.37,+1.6525,0,000,+324.9
1562734909.7242837,+003.41,+1.6514,+003.37,+1.6527,0,000,+324.9
1562734961.780679,+003.41,+1.6514,+003.37,+1.6526,0,000,+324.9
1562735013.8369496,+003.41,+1.6514,+003.37,+1.6525,0,000,+324.9
1562735065.8931234,+003.41,+1.6515,+003.37,+1.6526,0,000,+324.9
1562735117.948073,+003.41,+1.6515,+003.37,+1.6527,0,000,+324.9
1562735170.0039904,+003.41,+1.6515,+003.37,+1.6526,0,000,+324.9
1562735222.0600853,+003.41,+1.6515,+003.37,+1.6526,0,000,+324.9
1562735274.1162622,+003.41,+1.6514,+003.37,+1.6525,0,000,+324.9
1562735326.172247,+003.41,+1.6514,+003.37,+1.6525,0,000,+324.9
1562735378.2281888,+003.41,+1.6514,+003.37,+1.6526,0,000,+324.9
1562735430.284305,+003.41,+1.6515,+003.37,+1.6525,0,000,+324.9
1562735482.3399324,+003.41,+1.6515,+003.37,+1.6526,0,000,+324.9
1562735534.3962626,+003.41,+1.6514,+003.37,+1.6526,0,000,+324.9
1562735586.4526174,+003.41,+1.6514,+003.37,+1.6526,0,000,+324.9
1562735638.5089138,+003.41,+1.6515,+003.37,+1.6527,0,000,+324.9
1562735690.5651464,+003.41,+1.6515,+003.37,+1.6526,0,000,+324.9
1562735742.6214538,+003.41,+1.6514,+003.37,+1.6526,0,000,+324.9
1562735794.6776686,+003.41,+1.6515,+003.37,+1.6526,0,000,+324.9
1562735846.7324185,+003.41,+1.6516,+003.37,+1.6528,0,000,+324.9
1562735898.788436,+003.41,+1.6516,+003.36,+1.6528,0,000,+324.9
1562735950.8445754,+003.41,+1.6515,+003.37,+1.6526,0,000,+324.9
1562736002.9008663,+003.41,+1.6515,+003.37,+1.6527,0,000,+324.9
1562736054.9560401,+003.41,+1.6515,+003.37,+1.6527,0,000,+324.9
1562736107.0123043,+003.41,+1.6516,+003.36,+1.6528,0,000,+324.9
1562736159.0686448,+003.41,+1.6515,+003.36,+1.6528,0,000,+324.9
1562736211.1249502,+003.40,+1.6518,+003.36,+1.6528,0,000,+324.9
1562736263.1813316,+003.40,+1.6517,+003.36,+1.6529,0,000,+324.9
1562736315.2376506,+003.40,+1.6517,+003.36,+1.6529,0,000,+324.9
1562736367.2940044,+003.40,+1.6516,+003.36,+1.6527,0,000,+324.9
1562736419.350307,+003.41,+1.6516,+003.36,+1.6528,0,000,+324.9
1562736471.4066365,+003.41,+1.6516,+003.36,+1.6528,0,000,+324.9
1562736523.463005,+003.41,+1.6516,+003.36,+1.6528,0,000,+324.9
1562736575.5191298,+003.41,+1.6516,+003.36,+1.6527,0,000,+324.9
1562736627.5754206,+003.41,+1.6515,+003.37,+1.6527,0,000,+324.9
1562736679.6316328,+003.41,+1.6516,+003.36,+1.6528,0,000,+324.9
1562736731.68785,+003.40,+1.6517,+003.36,+1.6528,0,000,+324.9
1562736783.7441502,+003.41,+1.6516,+003.37,+1.6527,0,000,+324.9
1562736835.8003614,+003.41,+1.6515,+003.37,+1.6525,0,000,+324.9
1562736887.856625,+003.41,+1.6515,+003.37,+1.6525,0,000,+324.9
1562736939.9128556,+003.42,+1.6515,+003.37,+1.6526,0,000,+324.9
1562736991.9678288,+003.41,+1.6515,+003.37,+1.6527,0,000,+324.9
1562737044.0241323,+003.41,+1.6516,+003.36,+1.6528,0,000,+324.9
1562737096.0804179,+003.41,+1.6516,+003.37,+1.6526,0,000,+324.9
1562737148.1367488,+003.41,+1.6517,+003.36,+1.6528,0,000,+324.9
1562737200.1929855,+003.41,+1.6516,+003.36,+1.6527,0,000,+324.9
1562737252.2491856,+003.41,+1.6515,+003.37,+1.6526,0,000,+324.9
1562737304.305487,+003.41,+1.6515,+003.37,+1.6527,0,000,+324.9
1562737356.3616672,+003.41,+1.6516,+003.36,+1.6528,0,000,+324.9
1562737408.4177947,+003.41,+1.6515,+003.37,+1.6526,0,000,+324.9
1562737460.4738057,+003.41,+1.6515,+003.37,+1.6527,0,000,+324.9
1562737512.5298488,+003.41,+1.6516,+003.36,+1.6528,0,000,+324.9
1562737564.5860157,+003.41,+1.6516,+003.36,+1.6527,0,000,+324.9
1562737616.6422553,+003.41,+1.6516,+003.36,+1.6528,0,000,+324.9
1562737668.698455,+003.41,+1.6517,+003.36,+1.6528,0,000,+324.9
1562737720.753391,+003.41,+1.6517,+003.36,+1.6528,0,000,+324.9
1562737772.8097854,+003.41,+1.6514,+003.37,+1.6527,0,000,+324.9
1562737824.8660114,+003.41,+1.6516,+003.36,+1.6527,0,000,+324.9
1562737876.922094,+003.41,+1.6515,+003.37,+1.6527,0,000,+324.9
1562737928.9784167,+003.41,+1.6515,+003.37,+1.6525,0,000,+324.9
1562737981.0348022,+003.42,+1.6513,+003.38,+1.6524,0,000,+324.9
1562738033.0911238,+003.41,+1.6515,+003.37,+1.6527,0,000,+324.9
1562738085.1473668,+003.41,+1.6516,+003.37,+1.6527,0,000,+324.9
1562738137.203595,+003.41,+1.6516,+003.37,+1.6527,0,000,+324.9
1562738189.2597303,+003.41,+1.6515,+003.37,+1.6527,0,000,+324.9
1562738241.3159177,+003.41,+1.6516,+003.36,+1.6527,0,000,+324.9
1562738293.3721862,+003.41,+1.6515,+003.37,+1.6527,0,000,+324.9
1562738345.428274,+003.41,+1.6516,+003.37,+1.6526,0,000,+324.9
1562738397.4845843,+003.41,+1.6515,+003.37,+1.6525,0,000,+324.9
1562738449.5409908,+003.41,+1.6515,+003.37,+1.6526,0,000,+324.9
1562738501.5973153,+003.41,+1.6515,+003.37,+1.6527,0,000,+324.9
1562738553.653662,+003.41,+1.6517,+003.37,+1.6527,0,000,+324.9
1562738605.7099833,+003.40,+1.6516,+003.36,+1.6529,0,000,+324.9
1562738657.7660112,+003.40,+1.6518,+003.36,+1.6529,0,000,+324.9
1562738709.821764,+003.40,+1.6517,+003.36,+1.6529,0,000,+324.9
1562738761.8777525,+003.40,+1.6517,+003.36,+1.6529,0,000,+324.9
1562738813.9302497,+003.40,+1.6517,+003.36,+1.6528,0,000,+324.9
