#time	diode A	diode B
1518971070.6	116.304100	116.143272
1518971075.6	116.299950	116.138916
1518971080.7	116.295372	116.135330
1518971085.8	116.292786	116.133652
1518971090.8	116.291000	116.132980
1518971095.9	116.288017	116.130508
1518971101.0	116.285583	116.128166
1518971106.0	116.286095	116.127617
1518971111.1	116.283020	116.123047
1518971116.2	116.277885	116.117584
1518971121.2	116.273643	116.112373
1518971126.3	116.272789	116.112213
1518971131.4	116.270592	116.110596
1518971136.4	116.265160	116.108025
1518971141.5	116.261932	116.104698
1518971146.6	116.260323	116.102966
1518971151.6	116.259026	116.101662
1518971156.7	116.256683	116.099258
1518971161.8	116.254486	116.095436
1518971166.8	116.251671	116.091331
1518971171.9	116.251770	116.089989
1518971177.0	116.248375	116.087296
1518971182.0	116.243896	116.084221
1518971187.1	116.242355	116.084503
1518971192.2	116.239525	116.082344
1518971197.2	116.238052	116.080772
1518971202.3	116.236465	116.078308
1518971207.4	116.233902	116.074493
1518971212.4	116.232773	116.071541
1518971217.5	116.228333	116.067421
1518971222.5	116.226997	116.065727
1518971227.6	116.222298	116.060547
1518971232.7	116.218918	116.058983
1518971237.7	116.215630	116.056747
1518971242.8	116.213310	116.056053
1518971247.9	116.211739	116.053665
1518971252.9	116.210846	116.052917
1518971258.0	116.208771	116.049561
1518971263.1	116.205307	116.045067
1518971268.1	116.202179	116.041229
1518971273.2	116.199448	116.038109
1518971278.3	116.197327	116.036942
1518971283.3	116.195587	116.037209
1518971288.4	116.193550	116.034958
1518971293.5	116.190025	116.033043
1518971298.5	116.188950	116.030327
1518971303.6	116.186729	116.028610
1518971308.7	116.185234	116.025421
1518971313.7	116.183784	116.022629
1518971318.8	116.180931	116.019569
1518971323.8	116.176964	116.016823
1518971328.9	116.174408	116.014931
1518971334.0	116.170540	116.012169
1518971339.0	116.165451	116.007957
1518971344.1	116.164444	116.007477
1518971349.2	116.164215	116.005821
1518971354.2	116.158485	115.998940
1518971359.3	116.158600	115.997841
1518971364.4	116.156998	115.995499
1518971369.4	116.155991	115.995468
1518971374.5	116.151932	115.992126
1518971379.6	116.146599	115.988373
1518971384.6	116.142532	115.983856
1518971389.7	116.137741	115.979492
1518971394.8	116.135750	115.977432
1518971399.8	116.135452	115.976318
1518971404.9	116.135727	115.975021
1518971410.0	116.134796	115.973351
1518971415.0	116.131927	115.971245
1518971420.1	116.128433	115.968994
1518971425.2	116.123810	115.965195
1518971430.2	116.122635	115.964668
1518971435.3	116.120667	115.963051
1518971440.4	116.114677	115.956558
1518971445.4	116.110023	115.949821
1518971450.5	116.107788	115.947510
1518971455.6	116.106255	115.944237
1518971460.6	116.103966	115.943047
1518971465.7	116.103539	115.945290
1518971470.8	116.101448	115.941818
1518971475.8	116.098259	115.939705
1518971480.9	116.096375	115.938011
1518971486.0	116.093758	115.934807
1518971491.0	116.090515	115.930580
1518971496.1	116.088531	115.928223
1518971501.2	116.086319	115.925034
1518971506.2	116.083900	115.923309
1518971511.3	116.080986	115.920753
1518971516.4	116.079659	115.921173
1518971521.4	116.077820	115.919365
1518971526.5	116.076920	115.918907
1518971531.5	116.076218	115.917603
1518971536.6	116.074478	115.914055
1518971541.7	116.069962	115.908539
1518971546.7	116.067039	115.906441
1518971551.8	116.063477	115.902023
1518971556.9	116.060211	115.899094
1518971561.9	116.056641	115.896393
1518971567.0	116.052742	115.894173
1518971572.1	116.052139	115.893845
1518971577.1	116.051132	115.892624
1518971582.2	116.047478	115.887711
1518971587.3	116.048141	115.886894
1518971592.3	116.045441	115.883568
1518971597.4	116.041718	115.880714
1518971602.5	116.041443	115.881859
1518971607.5	116.039551	115.880905
1518971612.6	116.035538	115.876907
1518971617.7	116.033287	115.875900
1518971622.7	116.029243	115.869171
1518971627.8	116.027802	115.867615
1518971632.9	116.025650	115.863434
1518971637.9	116.023247	115.861092
1518971643.0	116.019066	115.857834
1518971648.1	116.018333	115.858818
1518971653.1	116.015205	115.857117
1518971658.2	116.010605	115.852547
1518971663.3	116.007240	115.847328
1518971668.3	116.004524	115.843658
1518971673.4	116.005501	115.843071
1518971678.5	116.002357	115.840790
1518971683.5	115.998169	115.838066
1518971688.6	115.996201	115.836540
1518971693.7	115.991783	115.833771
1518971698.7	115.990135	115.831657
1518971703.8	115.985046	115.825951
1518971708.8	115.982597	115.822182
1518971713.9	115.981079	115.819221
1518971719.0	115.980194	115.818489
1518971724.0	115.977196	115.815979
1518971729.1	115.973267	115.813194
1518971734.2	115.970108	115.811195
1518971739.2	115.967140	115.809959
1518971744.3	115.965294	115.806190
1518971749.4	115.964508	115.804146
1518971754.4	115.961830	115.799789
1518971759.5	115.961388	115.799408
1518971764.6	115.958801	115.797401
1518971769.6	115.955788	115.795799
1518971774.7	115.955360	115.796684
1518971779.8	115.952202	115.795166
1518971784.8	115.949203	115.791374
1518971789.9	115.943108	115.783630
1518971795.0	115.940514	115.779785
1518971800.0	115.936264	115.773712
1518971805.1	115.932045	115.770317
1518971810.2	115.931831	115.771431
1518971815.2	115.930458	115.771049
1518971820.3	115.928551	115.770004
1518971825.3	115.924805	115.766411
1518971830.4	115.923615	115.763290
1518971835.5	115.921898	115.761475
1518971840.5	115.920845	115.759094
1518971845.6	115.916290	115.754959
1518971850.7	115.913132	115.752663
1518971855.7	115.910950	115.752304
1518971860.8	115.907242	115.748817
1518971865.9	115.906982	115.748924
1518971870.9	115.905113	115.745651
1518971876.0	115.904572	115.743874
1518971881.1	115.903229	115.742310
1518971886.1	115.899658	115.738197
1518971891.2	115.894592	115.733871
1518971896.3	115.893082	115.733498
1518971901.3	115.889351	115.730690
1518971906.4	115.888466	115.730324
1518971911.5	115.885513	115.726807
1518971916.5	115.884354	115.723465
1518971921.6	115.883179	115.721420
1518971926.7	115.881569	115.719589
1518971931.7	115.878311	115.717255
1518971936.8	115.875488	115.715851
1518971941.9	115.873413	115.714706
1518971946.9	115.870895	115.712349
1518971952.0	115.869865	115.710823
1518971957.1	115.864502	115.703247
1518971962.1	115.862350	115.700775
1518971967.2	115.859795	115.698547
1518971972.3	115.857819	115.697289
1518971977.3	115.856255	115.696266
1518971982.4	115.852715	115.693527
1518971987.5	115.849014	115.689667
1518971992.5	115.845711	115.686218
1518971997.6	115.843086	115.681587
1518972002.7	115.841911	115.679695
1518972007.7	115.839371	115.677902
1518972012.8	115.835999	115.674942
1518972017.9	115.834015	115.675194
1518972022.9	115.833488	115.675346
1518972028.0	115.831223	115.672859
1518972033.1	115.827332	115.667549
1518972038.1	115.825989	115.664101
1518972043.2	115.823296	115.661179
1518972048.3	115.817551	115.655876
1518972053.3	115.813080	115.653267
1518972058.4	115.808205	115.649994
1518972063.5	115.807243	115.648262
1518972068.5	115.804405	115.642975
1518972073.6	115.802612	115.639748
1518972078.6	115.799553	115.636971
1518972083.7	115.799744	115.638245
1518972088.8	115.796448	115.637009
1518972093.8	115.794426	115.635941
1518972098.9	115.792023	115.632996
1518972104.0	115.787811	115.628090
1518972109.0	115.787010	115.626732
1518972114.1	115.784492	115.622734
1518972119.2	115.781418	115.618187
1518972124.2	115.777161	115.616547
1518972129.3	115.774498	115.615105
1518972134.4	115.772972	115.614105
1518972139.4	115.770683	115.611305
1518972144.5	115.769386	115.607941
1518972149.6	115.763321	115.602180
1518972154.6	115.759369	115.597206
1518972159.7	115.758072	115.597092
1518972164.8	115.759293	115.600517
1518972169.8	115.756416	115.598999
1518972174.9	115.752510	115.592987
1518972180.0	115.749855	115.589691
1518972185.0	115.748299	115.586021
1518972190.1	115.748749	115.586128
1518972195.2	115.744064	115.581413
1518972200.2	115.743271	115.582970
1518972205.3	115.742043	115.582962
1518972210.4	115.740173	115.581131
1518972215.4	115.739220	115.578575
1518972220.5	115.736252	115.574409
1518972225.6	115.734261	115.572243
1518972230.6	115.730415	115.569481
1518972235.7	115.727013	115.566986
1518972240.8	115.724754	115.565956
1518972245.8	115.721703	115.562973
1518972250.9	115.718529	115.556870
1518972256.0	115.719223	115.556435
1518972261.0	115.717529	115.554848
1518972266.1	115.712837	115.551743
1518972271.2	115.708687	115.549347
1518972276.2	115.706825	115.548027
1518972281.3	115.703270	115.543884
1518972286.4	115.701698	115.540794
1518972291.4	115.700287	115.537910
1518972296.5	115.695274	115.533051
1518972301.6	115.692329	115.530609
1518972306.6	115.689919	115.530098
1518972311.7	115.686356	115.527527
1518972316.8	115.683121	115.522484
1518972321.8	115.682411	115.520699
1518972326.9	115.681061	115.518417
1518972332.0	115.679405	115.517845
1518972337.0	115.676308	115.516373
1518972342.1	115.669853	115.511749
1518972347.2	115.667549	115.508499
1518972352.2	115.665672	115.506187
1518972357.3	115.664452	115.502029
1518972362.3	115.663811	115.501732
1518972367.4	115.662590	115.499573
1518972372.5	115.659958	115.498901
1518972377.5	115.657990	115.498245
1518972382.6	115.653915	115.495155
1518972387.7	115.649818	115.491028
1518972392.7	115.647499	115.486496
1518972397.8	115.646797	115.484665
1518972402.9	115.645134	115.482445
1518972407.9	115.645363	115.484520
1518972413.0	115.643394	115.484528
1518972418.1	115.642059	115.482559
1518972423.1	115.640022	115.479248
1518972428.2	115.637581	115.474976
1518972433.3	115.633804	115.470490
1518972438.3	115.631119	115.470116
1518972443.4	115.628632	115.467056
1518972448.5	115.625145	115.465973
1518972453.5	115.621902	115.462715
1518972458.6	115.617996	115.458954
1518972463.7	115.616638	115.454514
1518972468.7	115.615379	115.453232
1518972473.8	115.612862	115.450569
1518972478.9	115.605888	115.445610
1518972483.9	115.603737	115.444557
1518972489.0	115.599846	115.440750
1518972494.1	115.597015	115.436157
1518972499.1	115.594376	115.431839
1518972504.2	115.591850	115.428986
1518972509.3	115.590805	115.430092
1518972514.3	115.588402	115.428352
1518972519.4	115.586945	115.427330
1518972524.5	115.586632	115.425735
1518972529.5	115.583969	115.420715
1518972534.6	115.582184	115.419228
1518972539.7	115.582291	115.420029
1518972544.7	115.580055	115.419548
1518972549.8	115.579407	115.420166
1518972554.9	115.578064	115.417862
1518972559.9	115.575172	115.414063
1518972565.0	115.570457	115.408295
1518972570.1	115.567108	115.404358
1518972575.1	115.563118	115.402161
1518972580.2	115.561264	115.401268
1518972585.2	115.558067	115.398285
1518972590.3	115.553963	115.392715
1518972595.4	115.552063	115.389465
1518972600.4	115.551361	115.388313
1518972605.5	115.546524	115.385239
1518972610.6	115.543480	115.382454
1518972615.6	115.539017	115.379997
1518972620.7	115.535049	115.375145
1518972625.8	115.532562	115.370148
1518972630.8	115.531189	115.368187
1518972635.9	115.530472	115.367813
1518972641.0	115.527611	115.367126
1518972646.0	115.522652	115.361908
1518972651.1	115.520515	115.360359
1518972656.2	115.521797	115.359482
1518972661.2	115.516869	115.354576
1518972666.3	115.513954	115.351730
1518972671.4	115.510864	115.349770
1518972676.4	115.509384	115.350685
1518972681.5	115.505913	115.346687
1518972686.6	115.503426	115.342064
1518972691.6	115.502541	115.340523
1518972696.7	115.502724	115.339996
1518972701.8	115.499115	115.337234
1518972706.8	115.493797	115.332481
1518972711.9	115.488411	115.329498
1518972717.0	115.490417	115.329750
1518972722.0	115.488457	115.326431
1518972727.1	115.486374	115.323502
1518972732.2	115.484886	115.322052
1518972737.2	115.481934	115.321487
1518972742.3	115.477997	115.318275
1518972747.4	115.476402	115.316048
1518972752.4	115.477158	115.314377
1518972757.5	115.474731	115.311272
1518972762.6	115.471519	115.309525
1518972767.6	115.467110	115.306885
1518972772.7	115.463165	115.303505
1518972777.8	115.458984	115.298180
1518972782.8	115.458214	115.296005
1518972787.9	115.454964	115.290955
1518972793.0	115.452858	115.289848
1518972798.0	115.450775	115.290085
1518972803.1	115.450516	115.290726
1518972808.2	115.447807	115.287003
1518972813.2	115.442886	115.279938
1518972818.3	115.439034	115.275414
1518972823.3	115.436356	115.274452
1518972828.4	115.436089	115.276573
1518972833.5	115.431335	115.271393
1518972838.5	115.428749	115.267387
1518972843.6	115.428070	115.264656
1518972848.7	115.427902	115.265038
1518972853.7	115.425568	115.265099
1518972858.8	115.421547	115.261185
1518972863.9	115.418602	115.259338
1518972868.9	115.418327	115.257278
1518972874.0	115.414551	115.250984
1518972879.1	115.412201	115.248482
1518972884.1	115.408386	115.246429
1518972889.2	115.403831	115.243736
1518972894.3	115.403351	115.242737
1518972899.3	115.399292	115.237572
1518972904.4	115.397087	115.233002
1518972909.5	115.392754	115.229828
1518972914.5	115.390083	115.230347
1518972919.6	115.388138	115.228302
1518972924.7	115.382004	115.221558
1518972929.7	115.380096	115.216866
1518972934.8	115.378426	115.215553
1518972939.9	115.375664	115.213478
1518972944.9	115.370621	115.208511
1518972950.0	115.370880	115.210709
1518972955.1	115.371857	115.211800
1518972960.1	115.370270	115.207977
1518972965.2	115.369247	115.205116
1518972970.3	115.365013	115.202492
1518972975.3	115.361977	115.200935
1518972980.4	115.360268	115.200310
1518972985.5	115.357285	115.194801
1518972990.5	115.356117	115.192657
1518972995.6	115.351357	115.188210
1518973000.7	115.349815	115.188789
1518973005.7	115.348938	115.188980
1518973010.8	115.347168	115.186470
1518973015.9	115.344566	115.181694
1518973020.9	115.341148	115.177612
1518973026.0	115.337776	115.175514
1518973031.1	115.333679	115.172165
1518973036.1	115.332199	115.171768
1518973041.2	115.327911	115.165703
1518973046.3	115.324715	115.161400
1518973051.3	115.319473	115.155426
1518973056.4	115.316620	115.155258
1518973061.4	115.316322	115.155289
1518973066.5	115.313484	115.152863
1518973071.6	115.311813	115.149117
1518973076.6	115.308159	115.144814
1518973081.7	115.305305	115.142403
1518973086.8	115.302002	115.141396
1518973091.8	115.298798	115.139503
1518973096.9	115.298950	115.137466
1518973102.0	115.295418	115.132622
1518973107.0	115.291519	115.128738
1518973112.1	115.288498	115.125374
1518973117.2	115.289444	115.127701
1518973122.2	115.289597	115.129852
1518973127.3	115.287949	115.127464
1518973132.4	115.283699	115.120804
1518973137.4	115.279068	115.115715
1518973142.5	115.276665	115.114464
1518973147.6	115.276627	115.116112
1518973152.6	115.274208	115.114143
1518973157.7	115.272148	115.111046
1518973162.8	115.272278	115.109482
1518973167.8	115.271149	115.108017
1518973172.9	115.265640	115.104103
1518973178.0	115.263969	115.103485
1518973183.0	115.260071	115.099045
1518973188.1	115.255783	115.094032
1518973193.2	115.252502	115.090195
1518973198.2	115.251373	115.087982
1518973203.3	115.249794	115.088425
1518973208.4	115.244873	115.085182
1518973213.4	115.246643	115.085190
1518973218.5	115.242462	115.079094
1518973223.5	115.240379	115.077141
1518973228.6	115.236710	115.074219
1518973233.7	115.234413	115.073074
1518973238.7	115.232880	115.073097
1518973243.8	115.232513	115.069847
1518973248.9	115.228806	115.065361
1518973253.9	115.228195	115.064896
1518973259.0	115.224648	115.062172
1518973264.1	115.219238	115.058495
1518973269.1	115.217026	115.057137
1518973274.2	115.217201	115.055313
1518973279.3	115.216217	115.053322
1518973284.3	115.215500	115.051430
1518973289.4	115.211449	115.049995
1518973294.5	115.208092	115.048027
1518973299.5	115.206047	115.045418
1518973304.6	115.200813	115.037979
1518973309.7	115.198792	115.035492
1518973314.7	115.196152	115.033913
1518973319.8	115.196167	115.035904
1518973324.8	115.194588	115.033997
1518973329.9	115.190895	115.028183
1518973335.0	115.190567	115.026276
1518973340.0	115.188660	115.024666
1518973345.1	115.185074	115.023605
1518973350.2	115.183266	115.022675
1518973355.2	115.181831	115.021889
1518973360.3	115.179817	115.018715
1518973365.4	115.176003	115.013023
1518973370.4	115.170395	115.006516
1518973375.5	115.167152	115.005402
1518973380.6	115.164902	115.004471
1518973385.6	115.160439	114.998688
1518973390.7	115.158241	114.993729
1518973395.8	115.152893	114.989571
1518973400.8	115.153175	114.991692
1518973405.9	115.151726	114.990959
1518973411.0	115.147743	114.987122
1518973416.0	115.145790	114.984131
1518973421.1	115.142281	114.978882
1518973426.2	115.138977	114.976433
1518973431.2	115.136269	114.974922
1518973436.3	115.136948	114.977333
1518973441.4	115.135674	114.974876
1518973446.4	115.133904	114.970055
1518973451.5	115.131813	114.968132
1518973456.6	115.132263	114.970474
1518973461.6	115.127083	114.966705
1518973466.7	115.124603	114.964096
1518973471.8	115.122971	114.960060
1518973476.8	115.120636	114.956436
1518973481.9	115.116920	114.953789
1518973486.9	115.113388	114.952156
1518973492.0	115.108063	114.947319
1518973497.1	115.105637	114.945015
1518973502.1	115.103157	114.940666
1518973507.2	115.100876	114.936394
1518973512.3	115.099243	114.936852
1518973517.3	115.097946	114.937714
1518973522.4	115.094231	114.933357
1518973527.5	115.090576	114.927895
1518973532.5	115.088371	114.924782
1518973537.6	115.083176	114.919861
1518973542.7	115.079880	114.919174
1518973547.7	115.080879	114.919945
1518973552.8	115.079292	114.916992
1518973557.9	115.075958	114.911682
1518973562.9	115.073120	114.909554
1518973568.0	115.070404	114.909500
1518973573.1	115.065308	114.904594
1518973578.1	115.064804	114.903053
1518973583.2	115.065102	114.902603
1518973588.3	115.062241	114.897881
1518973593.3	115.059761	114.897018
1518973598.4	115.058334	114.897301
1518973603.5	115.052116	114.891548
1518973608.5	115.050331	114.887550
1518973613.6	115.048271	114.884644
1518973618.7	115.046387	114.883377
1518973623.7	115.045715	114.885040
1518973628.8	115.044266	114.883186
1518973633.9	115.041763	114.878387
1518973638.9	115.037689	114.873802
1518973644.0	115.034378	114.871071
1518973649.1	115.030304	114.868774
1518973654.1	115.026779	114.865448
1518973659.2	115.023788	114.862572
1518973664.3	115.021400	114.858086
1518973669.3	115.019867	114.856178
1518973674.4	115.018234	114.856537
1518973679.5	115.014427	114.853806
1518973684.5	115.011566	114.850266
1518973689.6	115.009735	114.845558
1518973694.6	115.005173	114.841499
1518973699.7	115.002441	114.840324
1518973704.8	114.999718	114.838913
1518973709.8	114.998367	114.837486
1518973714.9	114.995850	114.831886
1518973720.0	114.992271	114.828072
1518973725.0	114.987953	114.824852
1518973730.1	114.985176	114.824364
1518973735.2	114.984146	114.822510
1518973740.2	114.983292	114.819000
1518973745.3	114.985809	114.820923
1518973750.4	114.981071	114.818100
1518973755.4	114.977486	114.816231
1518973760.5	114.977585	114.816246
1518973765.6	114.977608	114.814194
1518973770.6	114.977997	114.813599
1518973775.7	114.973129	114.809814
1518973780.8	114.968254	114.807396
1518973785.8	114.964333	114.802086
1518973790.9	114.962769	114.798668
1518973796.0	114.958488	114.793716
1518973801.0	114.958115	114.795082
1518973806.1	114.954681	114.793495
1518973811.2	114.951347	114.788429
1518973816.2	114.952385	114.787254
1518973821.3	114.948654	114.784958
1518973826.4	114.947845	114.784668
1518973831.4	114.944641	114.783653
1518973836.5	114.944946	114.782616
1518973841.6	114.941147	114.776749
1518973846.6	114.939476	114.775497
1518973851.7	114.936005	114.774025
1518973856.7	114.932419	114.771027
1518973861.8	114.929207	114.765587
1518973866.9	114.926414	114.761284
1518973871.9	114.922386	114.759430
1518973877.0	114.919380	114.758438
1518973882.1	114.918762	114.756622
1518973887.1	114.917038	114.752449
1518973892.2	114.913872	114.749313
1518973897.3	114.911995	114.749763
1518973902.3	114.906960	114.745300
1518973907.4	114.905464	114.743546
1518973912.5	114.901619	114.737671
1518973917.5	114.899902	114.735817
1518973922.6	114.896187	114.734138
1518973927.7	114.894783	114.733948
1518973932.7	114.892685	114.729988
1518973937.8	114.891327	114.726601
1518973942.9	114.889412	114.724983
1518973947.9	114.887291	114.726257
1518973953.0	114.884735	114.722961
1518973958.1	114.881096	114.717499
1518973963.1	114.878296	114.713188
1518973968.2	114.875580	114.712303
1518973973.3	114.876366	114.714294
1518973978.3	114.870796	114.709740
1518973983.4	114.869446	114.705437
1518973988.5	114.865616	114.700706
1518973993.5	114.861389	114.697830
1518973998.6	114.858078	114.697281
1518974003.7	114.858391	114.696609
1518974008.7	114.855705	114.691124
1518974013.8	114.854057	114.689445
1518974018.8	114.849808	114.687477
1518974023.9	114.847412	114.686211
1518974029.0	114.849457	114.685562
1518974034.0	114.850098	114.685539
1518974039.1	114.845886	114.682365
1518974044.2	114.844185	114.682777
1518974049.2	114.841965	114.680756
1518974054.3	114.838547	114.675217
1518974059.4	114.835526	114.671555
1518974064.4	114.831047	114.666756
1518974069.5	114.828377	114.665802
1518974074.6	114.827103	114.665565
1518974079.6	114.824966	114.662407
1518974084.7	114.826553	114.660942
1518974089.8	114.822792	114.658234
1518974094.8	114.819908	114.658272
1518974099.9	114.821167	114.659325
1518974105.0	114.818550	114.654312
1518974110.0	114.815865	114.650581
1518974115.1	114.809380	114.646866
1518974120.2	114.804558	114.643501
1518974125.2	114.802231	114.638939
1518974130.3	114.800484	114.636024
1518974135.4	114.798805	114.635124
1518974140.4	114.793144	114.631851
1518974145.5	114.791794	114.629517
1518974150.6	114.789566	114.626175
1518974155.6	114.785919	114.621033
1518974160.7	114.781250	114.617638
1518974165.8	114.779182	114.617836
1518974170.8	114.777565	114.615860
1518974175.9	114.777016	114.612541
1518974181.0	114.774261	114.608589
1518974186.0	114.769447	114.607170
1518974191.1	114.767509	114.606270
1518974196.2	114.765930	114.603134
1518974201.2	114.762901	114.597649
1518974206.3	114.759331	114.595589
1518974211.4	114.755951	114.594124
1518974216.4	114.754250	114.592003
1518974221.5	114.752449	114.587891
1518974226.6	114.750282	114.584702
1518974231.6	114.746468	114.582100
1518974236.7	114.741394	114.579529
1518974241.8	114.742531	114.580276
1518974246.8	114.741211	114.576286
1518974251.9	114.740631	114.575821
1518974256.9	114.737419	114.575294
1518974262.0	114.734955	114.573250
1518974267.1	114.731720	114.568291
1518974272.2	114.730141	114.565437
1518974277.2	114.727440	114.564415
1518974282.3	114.722008	114.560944
1518974287.3	114.721458	114.558472
1518974292.4	114.721909	114.556480
1518974297.5	114.718628	114.554649
1518974302.5	114.715263	114.552803
1518974307.6	114.712975	114.551308
1518974312.7	114.710350	114.548988
1518974317.7	114.708862	114.543961
1518974322.8	114.707649	114.542343
1518974327.9	114.702461	114.540619
1518974332.9	114.700165	114.538414
1518974338.0	114.700340	114.536224
1518974343.1	114.697357	114.532791
1518974348.1	114.695961	114.532639
1518974353.2	114.694000	114.532982
1518974358.3	114.692696	114.530174
1518974363.3	114.690193	114.525429
1518974368.4	114.686417	114.521614
1518974373.5	114.682587	114.520332
1518974378.5	114.677505	114.515450
1518974383.6	114.673012	114.509079
1518974388.7	114.674088	114.509346
1518974393.7	114.671288	114.507118
1518974398.8	114.670036	114.507988
1518974403.9	114.665977	114.504784
1518974408.9	114.666512	114.501923
1518974414.0	114.663391	114.498924
1518974419.1	114.660835	114.497910
1518974424.1	114.656563	114.495193
1518974429.2	114.652748	114.489868
1518974434.3	114.649612	114.484451
1518974439.3	114.645805	114.481934
1518974444.4	114.644493	114.483315
1518974449.5	114.639900	114.478226
1518974454.5	114.637398	114.473228
1518974459.6	114.638374	114.473442
1518974464.6	114.636307	114.472824
1518974469.7	114.628738	114.466736
1518974474.8	114.627602	114.465767
1518974479.8	114.627090	114.462776
1518974484.9	114.624214	114.459007
1518974490.0	114.620132	114.457390
1518974495.0	114.615784	114.454468
1518974500.1	114.613686	114.449814
1518974505.2	114.610764	114.445892
1518974510.2	114.606628	114.443047
1518974515.3	114.606171	114.445152
1518974520.4	114.604683	114.442398
1518974525.4	114.603462	114.439072
1518974530.5	114.599998	114.434959
1518974535.6	114.599060	114.436195
1518974540.6	114.597046	114.435783
1518974545.7	114.595650	114.431976
1518974550.8	114.597084	114.433014
1518974555.8	114.594849	114.430252
1518974560.9	114.592926	114.429863
1518974566.0	114.589615	114.428146
1518974571.0	114.587624	114.423332
1518974576.1	114.583992	114.418633
1518974581.2	114.580307	114.416870
1518974586.2	114.575401	114.413338
1518974591.3	114.571404	114.408562
1518974596.4	114.570732	114.405403
1518974601.4	114.567177	114.403313
1518974606.5	114.562332	114.399658
1518974611.6	114.561066	114.397408
1518974616.6	114.557198	114.391685
1518974621.7	114.553520	114.389229
1518974626.8	114.549721	114.388184
1518974631.8	114.547928	114.385849
1518974636.9	114.552383	114.389275
1518974642.0	114.551117	114.385788
1518974647.0	114.549332	114.385475
1518974652.1	114.547470	114.385338
1518974657.2	114.545479	114.381798
1518974662.2	114.542793	114.378510
1518974667.3	114.541946	114.377388
1518974672.4	114.538177	114.376053
1518974677.4	114.533920	114.373093
1518974682.5	114.533058	114.368317
1518974687.6	114.530296	114.365181
1518974692.6	114.527748	114.364471
1518974697.7	114.524590	114.363007
1518974702.8	114.521667	114.357765
1518974707.8	114.518501	114.353073
1518974712.9	114.516693	114.352394
1518974717.9	114.513123	114.350197
1518974723.0	114.508751	114.347794
1518974728.1	114.507973	114.344749
1518974733.1	114.506172	114.340706
1518974738.2	114.502922	114.339653
1518974743.3	114.501404	114.339378
1518974748.3	114.500168	114.336601
1518974753.4	114.498428	114.332954
1518974758.5	114.494843	114.330627
1518974763.5	114.488274	114.326439
1518974768.6	114.483665	114.320801
1518974773.7	114.481468	114.315605
1518974778.7	114.481682	114.317436
1518974783.8	114.481300	114.318779
1518974788.9	114.478165	114.315475
1518974793.9	114.479271	114.314194
1518974799.0	114.477547	114.311935
1518974804.1	114.472389	114.307976
1518974809.1	114.468491	114.306595
1518974814.2	114.467201	114.304245
1518974819.3	114.465866	114.300201
1518974824.3	114.461533	114.297539
1518974829.4	114.456329	114.294525
1518974834.5	114.453896	114.291138
1518974839.5	114.450134	114.285004
1518974844.6	114.448669	114.283669
1518974849.7	114.445564	114.283577
1518974854.7	114.441978	114.280693
1518974859.8	114.438904	114.273720
1518974864.9	114.438004	114.272728
1518974869.9	114.436729	114.273689
1518974875.0	114.432716	114.270813
1518974880.1	114.430717	114.267372
1518974885.1	114.429436	114.264656
1518974890.2	114.422096	114.256905
1518974895.2	114.418709	114.255348
1518974900.3	114.419228	114.257202
1518974905.4	114.418419	114.254303
1518974910.4	114.417862	114.252632
1518974915.5	114.417641	114.254059
1518974920.6	114.413162	114.251221
1518974925.6	114.412109	114.248886
1518974930.7	114.409264	114.243362
1518974935.8	114.407448	114.243759
1518974940.8	114.405502	114.243095
1518974945.9	114.405731	114.241371
1518974951.0	114.407455	114.241722
1518974956.0	114.405952	114.241562
1518974961.1	114.403404	114.241272
1518974966.2	114.400871	114.238464
1518974971.2	114.399834	114.235176
1518974976.3	114.397018	114.230988
1518974981.4	114.391434	114.228287
1518974986.4	114.390282	114.227341
1518974991.5	114.389091	114.223976
1518974996.6	114.383652	114.217979
1518975001.6	114.382225	114.219482
1518975006.7	114.380737	114.217834
1518975011.8	114.377327	114.212517
1518975016.8	114.371689	114.206238
1518975021.9	114.368423	114.205193
1518975027.0	114.366035	114.203743
1518975032.0	114.363312	114.198555
1518975037.1	114.359650	114.193756
1518975042.2	114.357620	114.193748
1518975047.2	114.356430	114.193527
1518975052.3	114.351761	114.188499
1518975057.4	114.349564	114.183136
1518975062.4	114.347008	114.181961
1518975067.5	114.345718	114.183159
1518975072.6	114.343460	114.179886
1518975077.6	114.339706	114.173523
1518975082.7	114.338448	114.173264
1518975087.7	114.334908	114.172623
1518975092.8	114.332520	114.167450
1518975097.9	114.329132	114.162918
1518975102.9	114.328995	114.164925
1518975108.0	114.326515	114.164108
1518975113.1	114.321861	114.158195
1518975118.1	114.317474	114.151566
1518975123.2	114.312561	114.147728
1518975128.3	114.308701	114.145058
1518975133.3	114.304817	114.141914
1518975138.4	114.303322	114.137825
1518975143.5	114.303520	114.138092
1518975148.5	114.300056	114.137115
1518975153.6	114.297653	114.134811
1518975158.7	114.297623	114.131630
1518975163.7	114.295242	114.130051
1518975168.8	114.292175	114.129189
1518975173.9	114.290031	114.127167
1518975178.9	114.290070	114.123032
1518975184.0	114.286499	114.120705
1518975189.1	114.285713	114.122810
1518975194.1	114.281807	114.117676
1518975199.2	114.277977	114.112022
1518975204.3	114.275444	114.108696
1518975209.3	114.273338	114.109467
1518975214.4	114.272865	114.110039
1518975219.5	114.274109	114.109863
1518975224.5	114.269394	114.103798
1518975229.6	114.264565	114.100998
